Season,Team,Conference,Games,Wins,Losses,WinPct,PPG,PAPG,PointDiff
2023,Arizona State,Pac-12,11,2,9,0.182,17.18,32.82,-15.64
2023,Baylor,Big 12,11,2,9,0.182,22.45,35.73,-13.27
2023,Indiana,Big Ten,11,2,9,0.182,20.45,32.0,-11.55
2023,Louisiana Tech,Conference USA,11,2,9,0.182,23.64,34.55,-10.91
2023,UTEP,Conference USA,11,2,9,0.182,19.18,29.82,-10.64
2023,Temple,American Athletic,11,2,9,0.182,19.27,38.09,-18.82
2023,Cincinnati,Big 12,11,2,9,0.182,20.27,31.55,-11.27
2023,Massachusetts,FBS Independents,11,2,9,0.182,22.45,39.36,-16.91
2023,UL Monroe,Sun Belt,11,1,10,0.091,16.73,36.82,-20.09
2023,Vanderbilt,SEC,11,1,10,0.091,20.64,38.27,-17.64
2023,East Carolina,American Athletic,11,1,10,0.091,14.91,24.45,-9.55
2023,Akron,Mid-American,11,1,10,0.091,15.55,28.64,-13.09
2023,Kent State,Mid-American,11,0,11,0.0,12.55,36.82,-24.27
2024,Oregon,Big Ten,13,12,1,0.923,35.69,19.85,15.85
2024,Ohio State,Big Ten,16,14,2,0.875,35.69,12.88,22.81
2024,Notre Dame,FBS Independents,16,14,2,0.875,36.12,15.5,20.62
2024,Army,American Athletic,13,11,2,0.846,30.23,16.15,14.08
2024,Boise State,Mountain West,13,11,2,0.846,35.85,23.23,12.62
2024,Indiana,Big Ten,12,10,2,0.833,38.33,16.67,21.67
2024,BYU,Big 12,12,10,2,0.833,30.33,20.17,10.17
2024,Memphis,American Athletic,12,10,2,0.833,35.33,25.83,9.5
2024,Texas,SEC,16,13,3,0.812,33.0,15.31,17.69
2024,Penn State,Big Ten,16,13,3,0.812,33.12,16.5,16.62
2024,Arizona State,Big 12,14,11,3,0.786,32.93,22.57,10.36
2024,UNLV,Mountain West,13,10,3,0.769,32.54,21.85,10.69
2024,SMU,ACC,13,10,3,0.769,34.77,23.23,11.54
2024,Sam Houston,Conference USA,13,10,3,0.769,23.77,20.46,3.31
2024,Georgia,SEC,13,10,3,0.769,30.23,21.92,8.31
2024,Iowa State,Big 12,13,10,3,0.769,31.85,24.46,7.38
2024,Ohio,Mid-American,13,10,3,0.769,29.92,19.08,10.85
2024,Tennessee,SEC,12,9,3,0.75,32.92,17.17,15.75
2024,Marshall,Sun Belt,12,9,3,0.75,30.75,24.75,6.0
2024,Syracuse,ACC,12,9,3,0.75,33.42,30.42,3.0
2024,Illinois,Big Ten,12,9,3,0.75,26.92,23.5,3.42
2024,Ole Miss,SEC,12,9,3,0.75,35.5,15.58,19.92
2024,Missouri,SEC,12,9,3,0.75,27.08,22.08,5.0
2024,Miami,ACC,12,9,3,0.75,42.92,26.67,16.25
2024,Navy,American Athletic,12,9,3,0.75,29.83,22.25,7.58
2024,Louisiana,Sun Belt,13,9,4,0.692,30.23,25.23,5.0
2024,Clemson,ACC,13,9,4,0.692,33.46,24.15,9.31
2024,Alabama,SEC,12,8,4,0.667,32.25,18.25,14.0
2024,Louisville,ACC,12,8,4,0.667,34.33,26.08,8.25
2024,Buffalo,Mid-American,12,8,4,0.667,28.75,27.5,1.25
2024,LSU,SEC,12,8,4,0.667,29.33,24.58,4.75
2024,TCU,Big 12,12,8,4,0.667,32.5,26.67,5.83
2024,UConn,FBS Independents,12,8,4,0.667,29.33,23.58,5.75
2024,Colorado,Big 12,12,8,4,0.667,33.08,22.83,10.25
2024,South Carolina,SEC,12,8,4,0.667,28.33,18.58,9.75
2024,Kansas State,Big 12,12,8,4,0.667,30.0,24.83,5.17
2024,Duke,ACC,12,8,4,0.667,26.33,26.25,0.08
2024,James Madison,Sun Belt,12,8,4,0.667,35.0,21.67,13.33
2024,Jacksonville State,Conference USA,14,9,5,0.643,36.0,26.14,9.86
2024,Miami (OH),Mid-American,14,9,5,0.643,24.07,18.79,5.29
2024,Liberty,Conference USA,11,7,4,0.636,27.64,23.45,4.18
2024,Michigan,Big Ten,13,8,5,0.615,22.0,19.92,2.08
2024,Tulane,American Athletic,13,8,5,0.615,33.77,22.23,11.54
2024,Florida,SEC,12,7,5,0.583,26.92,24.42,2.5
2024,Colorado State,Mountain West,12,7,5,0.583,23.25,26.5,-3.25
2024,Minnesota,Big Ten,12,7,5,0.583,24.33,18.33,6.0
2024,East Carolina,American Athletic,12,7,5,0.583,31.17,29.33,1.83
2024,Georgia Southern,Sun Belt,12,7,5,0.583,26.83,28.75,-1.92
2024,Texas Tech,Big 12,12,7,5,0.583,36.42,33.5,2.92
2024,Northern Illinois,Mid-American,12,7,5,0.583,22.08,18.83,3.25
2024,Baylor,Big 12,12,7,5,0.583,33.5,28.67,4.83
2024,Texas State,Sun Belt,12,7,5,0.583,36.75,24.33,12.42
2024,Texas A&M,SEC,12,7,5,0.583,28.58,23.25,5.33
2024,Iowa,Big Ten,12,7,5,0.583,26.67,19.33,7.33
2024,Washington State,Pac-12,12,7,5,0.583,33.83,29.92,3.92
2024,Arkansas State,Sun Belt,12,7,5,0.583,25.17,32.25,-7.08
2024,Toledo,Mid-American,12,7,5,0.583,26.58,24.33,2.25
2024,USC,Big Ten,13,7,6,0.538,30.15,24.08,6.08
2024,Western Kentucky,Conference USA,13,7,6,0.538,24.46,26.54,-2.08
2024,Rutgers,Big Ten,12,6,6,0.5,27.67,26.92,0.75
2024,San José State,Mountain West,12,6,6,0.5,27.25,27.83,-0.58
2024,Vanderbilt,SEC,12,6,6,0.5,25.0,25.33,-0.33
2024,Pittsburgh,ACC,12,6,6,0.5,29.58,29.33,0.25
2024,Arkansas,SEC,12,6,6,0.5,27.67,27.08,0.58
2024,Nebraska,Big Ten,12,6,6,0.5,22.67,20.83,1.83
2024,South Alabama,Sun Belt,12,6,6,0.5,30.0,26.42,3.58
2024,Boston College,ACC,12,6,6,0.5,25.83,25.75,0.08
2024,South Florida,American Athletic,12,6,6,0.5,30.83,32.0,-1.17
2024,Georgia Tech,ACC,12,6,6,0.5,26.42,27.17,-0.75
2024,Bowling Green,Mid-American,12,6,6,0.5,25.92,22.0,3.92
2024,UTSA,American Athletic,12,6,6,0.5,32.17,32.0,0.17
2024,Virginia Tech,ACC,13,6,7,0.462,28.15,22.85,5.31
2024,New Mexico,Mountain West,11,5,6,0.455,33.73,38.27,-4.55
2024,California,ACC,12,5,7,0.417,24.58,23.08,1.5
2024,UCLA,Big Ten,12,5,7,0.417,18.42,25.25,-6.83
2024,North Texas,American Athletic,12,5,7,0.417,33.42,35.33,-1.92
2024,Oklahoma,SEC,12,5,7,0.417,21.08,22.17,-1.08
2024,North Carolina,ACC,12,5,7,0.417,29.75,29.58,0.17
2024,Western Michigan,Mid-American,12,5,7,0.417,26.42,31.33,-4.92
2024,Old Dominion,Sun Belt,12,5,7,0.417,28.0,28.0,0.0
2024,Coastal Carolina,Sun Belt,12,5,7,0.417,27.75,32.5,-4.75
2024,Fresno State,Mountain West,12,5,7,0.417,24.42,24.42,0.0
2024,West Virginia,Big 12,12,5,7,0.417,27.5,33.42,-5.92
2024,NC State,ACC,12,5,7,0.417,27.75,30.92,-3.17
2024,Washington,Big Ten,12,5,7,0.417,22.42,25.5,-3.08
2024,App State,Sun Belt,10,4,6,0.4,25.5,35.2,-9.7
2024,UL Monroe,Sun Belt,11,4,7,0.364,20.18,30.09,-9.91
2024,Auburn,SEC,11,4,7,0.364,23.64,23.0,0.64
2024,Oregon State,Pac-12,11,4,7,0.364,23.0,31.27,-8.27
2024,Utah,Big 12,11,4,7,0.364,21.27,22.55,-1.27
2024,Florida International,Conference USA,11,4,7,0.364,24.91,24.0,0.91
2024,Charlotte,American Athletic,11,4,7,0.364,23.36,35.91,-12.55
2024,Virginia,ACC,11,4,7,0.364,21.64,30.18,-8.55
2024,Michigan State,Big Ten,11,4,7,0.364,17.45,28.45,-11.0
2024,Air Force,Mountain West,11,4,7,0.364,18.73,24.82,-6.09
2024,Wisconsin,Big Ten,11,4,7,0.364,22.18,24.0,-1.82
2024,Kansas,Big 12,11,4,7,0.364,28.0,28.09,-0.09
2024,Eastern Michigan,Mid-American,11,4,7,0.364,25.0,30.45,-5.45
2024,Cincinnati,Big 12,11,4,7,0.364,24.0,25.0,-1.0
2024,Louisiana Tech,Conference USA,12,4,8,0.333,20.58,21.33,-0.75
2024,Houston,Big 12,12,4,8,0.333,14.0,22.92,-8.92
2024,Hawai'i,Mountain West,10,3,7,0.3,19.7,29.1,-9.4
2024,Troy,Sun Belt,11,3,8,0.273,25.27,29.91,-4.64
2024,Wyoming,Mountain West,11,3,8,0.273,19.91,29.36,-9.45
2024,Maryland,Big Ten,11,3,8,0.273,22.36,31.36,-9.0
2024,Rice,American Athletic,11,3,8,0.273,17.91,27.09,-9.18
2024,Northwestern,Big Ten,11,3,8,0.273,16.64,28.09,-11.45
2024,Kentucky,SEC,11,3,8,0.273,18.09,23.55,-5.45
2024,UCF,Big 12,11,3,8,0.273,28.0,29.09,-1.09
2024,Central Michigan,Mid-American,11,3,8,0.273,18.64,31.45,-12.82
2024,Utah State,Mountain West,11,3,8,0.273,31.55,39.91,-8.36
2024,Wake Forest,ACC,11,3,8,0.273,23.91,34.27,-10.36
2024,UTEP,Conference USA,11,3,8,0.273,19.09,32.82,-13.73
2024,Akron,Mid-American,11,3,8,0.273,19.45,33.09,-13.64
2024,Arizona,Big 12,11,3,8,0.273,21.73,33.73,-12.0
2024,Temple,American Athletic,12,3,9,0.25,19.58,35.42,-15.83
2024,Stanford,ACC,11,2,9,0.182,21.18,36.09,-14.91
2024,Kennesaw State,Conference USA,11,2,9,0.182,16.82,31.82,-15.0
2024,New Mexico State,Conference USA,11,2,9,0.182,21.45,38.09,-16.64
2024,Tulsa,American Athletic,11,2,9,0.182,21.64,43.82,-22.18
2024,Florida Atlantic,American Athletic,11,2,9,0.182,24.55,32.09,-7.55
2024,San Diego State,Mountain West,11,2,9,0.182,19.18,31.0,-11.82
2024,Georgia State,Sun Belt,11,2,9,0.182,23.82,35.0,-11.18
2024,Middle Tennessee,Conference USA,11,2,9,0.182,16.82,35.09,-18.27
2024,Oklahoma State,Big 12,11,2,9,0.182,25.64,37.0,-11.36
2024,UAB,American Athletic,11,2,9,0.182,24.82,37.09,-12.27
2024,Ball State,Mid-American,11,2,9,0.182,23.82,40.64,-16.82
2024,Nevada,Mountain West,12,2,10,0.167,20.92,29.83,-8.92
2024,Florida State,ACC,11,1,10,0.091,13.09,29.91,-16.82
2024,Mississippi State,SEC,11,1,10,0.091,23.09,36.55,-13.45
2024,Purdue,Big Ten,11,0,11,0.0,12.73,43.55,-30.82
2024,Southern Miss,Sun Belt,11,0,11,0.0,13.45,40.27,-26.82
2024,Kent State,Mid-American,11,0,11,0.0,13.64,46.0,-32.36
2024,Massachusetts,FBS Independents,10,0,10,0.0,20.0,38.8,-18.8
2025,Indiana,Big Ten,15,15,0,1.0,39.53,12.47,27.07
2025,Ole Miss,SEC,14,12,2,0.857,36.07,22.57,13.5
2025,Oregon,Big Ten,14,12,2,0.857,35.36,18.21,17.14
2025,Georgia,SEC,13,11,2,0.846,32.38,18.46,13.92
2025,Texas Tech,Big 12,13,11,2,0.846,37.31,12.15,25.15
2025,North Texas,American Athletic,13,11,2,0.846,44.62,28.54,16.08
2025,Ohio State,Big Ten,13,11,2,0.846,30.62,10.0,20.62
2025,BYU,Big 12,13,11,2,0.846,28.54,20.62,7.92
2025,James Madison,Sun Belt,13,11,2,0.846,36.46,19.0,17.46
2025,Utah,Big 12,12,10,2,0.833,39.5,19.75,19.75
2025,Texas A&M,SEC,12,10,2,0.833,32.58,22.75,9.83
2025,Notre Dame,FBS Independents,12,10,2,0.833,42.0,17.58,24.42
2025,Navy,American Athletic,12,10,2,0.833,29.75,26.5,3.25
2025,Miami,ACC,15,12,3,0.8,30.0,15.6,14.4
2025,Tulane,American Athletic,14,11,3,0.786,27.71,23.93,3.79
2025,Virginia,ACC,13,10,3,0.769,28.92,19.85,9.08
2025,Texas,SEC,13,10,3,0.769,30.46,20.31,10.15
2025,Vanderbilt,SEC,12,9,3,0.75,37.92,24.5,13.42
2025,Oklahoma,SEC,12,9,3,0.75,25.5,16.5,9.0
2025,Old Dominion,Sun Belt,12,9,3,0.75,30.17,19.58,10.58
2025,Houston,Big 12,12,9,3,0.75,29.25,24.75,4.5
2025,Alabama,SEC,14,10,4,0.714,27.64,20.57,7.07
2025,UNLV,Mountain West,13,9,4,0.692,33.77,27.77,6.0
2025,Kennesaw State,Conference USA,13,9,4,0.692,26.69,26.46,0.23
2025,USC,Big Ten,13,9,4,0.692,35.77,23.0,12.77
2025,Western Michigan,Mid-American,13,9,4,0.692,23.15,17.62,5.54
2025,Michigan,Big Ten,13,9,4,0.692,27.54,20.38,7.15
2025,Louisville,ACC,12,8,4,0.667,28.17,21.5,6.67
2025,SMU,ACC,12,8,4,0.667,31.42,21.17,10.25
2025,Illinois,Big Ten,12,8,4,0.667,27.5,25.33,2.17
2025,East Carolina,American Athletic,12,8,4,0.667,30.75,21.5,9.25
2025,New Mexico,Mountain West,12,8,4,0.667,26.67,22.33,4.33
2025,TCU,Big 12,12,8,4,0.667,29.75,25.67,4.08
2025,Hawai'i,Mountain West,12,8,4,0.667,29.5,25.83,3.67
2025,UConn,FBS Independents,12,8,4,0.667,33.33,28.17,5.17
2025,San Diego State,Mountain West,12,8,4,0.667,25.08,16.67,8.42
2025,South Florida,American Athletic,12,8,4,0.667,38.58,24.17,14.42
2025,Ohio,Mid-American,12,8,4,0.667,25.75,20.83,4.92
2025,Wake Forest,ACC,12,8,4,0.667,26.92,23.08,3.83
2025,Georgia Tech,ACC,12,8,4,0.667,29.92,26.08,3.83
2025,Western Kentucky,Conference USA,12,8,4,0.667,27.42,24.25,3.17
2025,Iowa,Big Ten,12,8,4,0.667,28.92,16.83,12.08
2025,Fresno State,Mountain West,12,8,4,0.667,23.25,19.75,3.5
2025,Washington,Big Ten,12,8,4,0.667,31.08,19.42,11.67
2025,Arizona,Big 12,12,8,4,0.667,30.17,20.67,9.5
2025,Iowa State,Big 12,11,7,4,0.636,24.91,21.36,3.55
2025,Jacksonville State,Conference USA,13,8,5,0.615,26.85,26.38,0.46
2025,Boise State,Mountain West,13,8,5,0.615,28.23,24.85,3.38
2025,Duke,ACC,13,8,5,0.615,33.77,30.38,3.38
2025,Army,American Athletic,12,7,5,0.583,23.58,20.92,2.67
2025,Pittsburgh,ACC,12,7,5,0.583,31.42,26.08,5.33
2025,Tennessee,SEC,12,7,5,0.583,37.08,29.83,7.25
2025,Minnesota,Big Ten,12,7,5,0.583,19.42,24.83,-5.42
2025,Arizona State,Big 12,12,7,5,0.583,24.75,24.92,-0.17
2025,Louisiana Tech,Conference USA,12,7,5,0.583,27.58,22.5,5.08
2025,Missouri,SEC,12,7,5,0.583,27.67,20.0,7.67
2025,NC State,ACC,12,7,5,0.583,28.08,28.58,-0.5
2025,Memphis,American Athletic,12,7,5,0.583,31.42,24.25,7.17
2025,Toledo,Mid-American,12,7,5,0.583,28.42,14.42,14.0
2025,Troy,Sun Belt,13,7,6,0.538,22.38,24.23,-1.85
2025,Southern Miss,Sun Belt,12,6,6,0.5,28.0,28.0,0.0
2025,California,ACC,12,6,6,0.5,24.5,29.17,-4.67
2025,Northwestern,Big Ten,12,6,6,0.5,21.83,20.92,0.92
2025,Florida International,Conference USA,12,6,6,0.5,27.42,31.75,-4.33
2025,LSU,SEC,12,6,6,0.5,20.08,20.67,-0.58
2025,Missouri State,Conference USA,12,6,6,0.5,24.25,30.33,-6.08
2025,Georgia Southern,Sun Belt,12,6,6,0.5,26.5,33.58,-7.08
2025,Nebraska,Big Ten,12,6,6,0.5,26.17,26.08,0.08
2025,Clemson,ACC,12,6,6,0.5,25.75,21.42,4.33
2025,Delaware,Conference USA,12,6,6,0.5,28.5,32.17,-3.67
2025,Central Michigan,Mid-American,12,6,6,0.5,20.33,24.67,-4.33
2025,Texas State,Sun Belt,12,6,6,0.5,36.58,31.17,5.42
2025,UTSA,American Athletic,12,6,6,0.5,34.5,29.58,4.92
2025,Washington State,Pac-12,12,6,6,0.5,23.33,21.08,2.25
2025,Arkansas State,Sun Belt,12,6,6,0.5,23.75,27.67,-3.92
2025,Penn State,Big Ten,12,6,6,0.5,29.25,21.75,7.5
2025,Cincinnati,Big 12,12,6,6,0.5,27.0,27.75,-0.75
2025,Miami (OH),Mid-American,13,6,7,0.462,22.38,23.38,-1.0
2025,Kansas State,Big 12,11,5,6,0.455,28.64,25.91,2.73
2025,Louisiana,Sun Belt,12,5,7,0.417,25.33,30.83,-5.5
2025,Utah State,Mountain West,12,5,7,0.417,29.5,30.5,-1.0
2025,Coastal Carolina,Sun Belt,12,5,7,0.417,22.92,35.83,-12.92
2025,Rutgers,Big Ten,11,4,7,0.364,25.82,33.82,-8.0
2025,Buffalo,Mid-American,11,4,7,0.364,22.09,25.09,-3.0
2025,Auburn,SEC,11,4,7,0.364,23.55,21.0,2.55
2025,Marshall,Sun Belt,11,4,7,0.364,30.09,32.36,-2.27
2025,Florida State,ACC,11,4,7,0.364,29.0,23.73,5.27
2025,Kentucky,SEC,11,4,7,0.364,21.27,27.91,-6.64
2025,UCF,Big 12,11,4,7,0.364,20.36,25.09,-4.73
2025,Baylor,Big 12,11,4,7,0.364,30.09,34.91,-4.82
2025,Kent State,Mid-American,11,4,7,0.364,21.27,35.09,-13.82
2025,Kansas,Big 12,11,4,7,0.364,26.45,28.55,-2.09
2025,Akron,Mid-American,11,4,7,0.364,19.64,29.27,-9.64
2025,Eastern Michigan,Mid-American,11,4,7,0.364,24.18,29.91,-5.73
2025,Temple,American Athletic,11,4,7,0.364,25.36,31.73,-6.36
2025,Stanford,ACC,12,4,8,0.333,18.83,29.17,-10.33
2025,App State,Sun Belt,12,4,8,0.333,24.5,31.17,-6.67
2025,Rice,American Athletic,12,4,8,0.333,17.5,34.25,-16.75
2025,Mississippi State,SEC,12,4,8,0.333,27.67,32.75,-5.08
2025,Wisconsin,Big Ten,12,4,8,0.333,12.83,21.58,-8.75
2025,Florida,SEC,11,3,8,0.273,18.55,26.18,-7.64
2025,Wyoming,Mountain West,11,3,8,0.273,14.64,21.73,-7.09
2025,Maryland,Big Ten,11,3,8,0.273,21.64,27.36,-5.73
2025,New Mexico State,Conference USA,11,3,8,0.273,21.82,29.82,-8.0
2025,Liberty,Conference USA,11,3,8,0.273,25.36,28.27,-2.91
2025,Michigan State,Big Ten,11,3,8,0.273,23.09,30.45,-7.36
2025,South Alabama,Sun Belt,11,3,8,0.273,25.45,31.27,-5.82
2025,Air Force,Mountain West,11,3,8,0.273,28.09,31.91,-3.82
2025,Tulsa,American Athletic,11,3,8,0.273,22.09,30.91,-8.82
2025,Florida Atlantic,American Athletic,11,3,8,0.273,27.09,38.36,-11.27
2025,North Carolina,ACC,11,3,8,0.273,17.27,26.18,-8.91
2025,Middle Tennessee,Conference USA,11,3,8,0.273,23.18,30.64,-7.45
2025,South Carolina,SEC,11,3,8,0.273,21.27,23.18,-1.91
2025,Bowling Green,Mid-American,11,3,8,0.273,20.0,25.82,-5.82
2025,West Virginia,Big 12,11,3,8,0.273,19.64,33.36,-13.73
2025,UAB,American Athletic,11,3,8,0.273,24.09,37.91,-13.82
2025,Ball State,Mid-American,11,3,8,0.273,14.18,29.91,-15.73
2025,UCLA,Big Ten,12,3,9,0.25,18.17,33.42,-15.25
2025,Colorado,Big 12,12,3,9,0.25,20.92,30.5,-9.58
2025,UL Monroe,Sun Belt,11,2,9,0.182,15.45,34.82,-19.36
2025,San José State,Mountain West,11,2,9,0.182,20.55,32.91,-12.36
2025,Nevada,Mountain West,11,2,9,0.182,17.36,28.45,-11.09
2025,Syracuse,ACC,11,2,9,0.182,16.0,35.91,-19.91
2025,Northern Illinois,Mid-American,11,2,9,0.182,16.91,25.0,-8.09
2025,Virginia Tech,ACC,11,2,9,0.182,19.91,32.36,-12.45
2025,Sam Houston,Conference USA,12,2,10,0.167,17.75,37.83,-20.08
2025,Colorado State,Mountain West,11,1,10,0.091,18.27,32.09,-13.82
2025,Purdue,Big Ten,11,1,10,0.091,17.36,33.18,-15.82
2025,Arkansas,SEC,11,1,10,0.091,31.18,36.27,-5.09
2025,Oregon State,Pac-12,11,1,10,0.091,15.73,30.91,-15.18
2025,Boston College,ACC,11,1,10,0.091,21.73,34.82,-13.09
2025,UTEP,Conference USA,11,1,10,0.091,21.64,31.64,-10.0
2025,Charlotte,American Athletic,11,0,11,0.0,11.82,36.45,-24.64
2025,Georgia State,Sun Belt,11,0,11,0.0,18.18,39.36,-21.18
2025,Oklahoma State,Big 12,11,0,11,0.0,13.0,35.73,-22.73
2025,Massachusetts,Mid-American,11,0,11,0.0,9.73,39.64,-29.91
